PREFERENCE,PROPERTY_TYPE,CITY,LOCALITY,TRANSACT_TYPE,OWNTYPE, PRICE_PER_UNIT_AREA ,,FURNISH,FACING,AGE,FLOOR_NUM,TOTAL_FLOOR,REGISTER_DATE,PROP_NAME,MIN_PRICE ,MAX_PRICE ,PRICE_SQFT ,,LISTING,CARPET_SQFT,SUPERBUILTUP_SQFT,BROKERAGE,MIN_AREA_SQFT, MAX_AREA_SQFT ,GROUP_NAME,AREA,PRICE,SOCIETY_NAME,BUILDING_NAME
S,Residential Apartment,Gurgaon,Sector 106 Gurgaon,1,1,13846.00,,4,5,5,2,34,Yesterday,Godrej Meridien,22500000.00,22500000.00,13846.00,,R,1425,1625,1.00,150.97, ? 150.97 ,SPID_CONF_GROUPING,1625 sq.ft.,22500000.00,Godrej Meridien,Godrej Meridien
S,Residential Apartment,Gurgaon,Sector 106 Gurgaon,1,1,12857.00,,4,5,5,1,34,Yesterday,Godrej Meridien,18000000.00,18000000.00,12857.00,,R,1200,1400,1.00,130.06, ? 130.06 ,SPID_CONF_GROUPING,1400 sq.ft.,18000000.00,Godrej Meridien,Godrej Meridien
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,11686.00,,4,5,2,6,14,Yesterday,Bestech Park View City,30000000.00,30000000.00,11686.00,,R,2000,2567,1.00,238.48, ? 238.48 ,SPID_CONF_GROUPING,2567 sq.ft.,30000000.00,Bestech Park View City,Bestech Park View City
S,Residential Apartment,Gurgaon,Sector 62 Gurgaon,1,1,17581.00,,4,5,1,13,32,Yesterday,Emaar Digihomes,45500000.00,45500000.00,17581.00,,R,2000,2588,1.00,240.43, ? 240.43 ,SPID_CONF_GROUPING,2588 sq.ft.,45500000.00,Emaar Digihomes,Emaar Digihomes
S,Residential Apartment,Gurgaon,Sector 66 Gurgaon,1,1,16282.00,,4,5,2,8,17,Yesterday,Emaar Mgf Sky Terraces,63500000.00,63500000.00,16282.00,,R,3200,3900,1.00,362.32, ? 362.32 ,SPID_CONF_GROUPING,3900 sq.ft.,63500000.00,Emaar Mgf Sky Terraces,Emaar Mgf Sky Terraces
S,Residential Apartment,Gurgaon,Sector 66 Gurgaon,1,1,16153.00,,4,5,2,8,17,Yesterday,Emaar Mgf Sky Terraces,63000000.00,63000000.00,16153.00,,R,3200,3900,1.00,362.32, ? 362.32 ,SPID_CONF_GROUPING,3900 sq.ft.,63000000.00,Emaar Mgf Sky Terraces,Emaar Mgf Sky Terraces
S,Independent/Builder Floor,Gurgaon,DLF Phase 2,1,1,140000.00,,4,3,6,4,4,Yesterday,,35000000.00,35000000.00,140000.00,,R,2250,,1.00,209.03, ? 209.03 ,SPID_CONF_GROUPING,2250 sq.ft.,35000000.00,,
S,Residential Apartment,Gurgaon,Sector 62 Gurgaon,1,1,17387.00,,4,5,1,11,32,"10th Oct, 2023",Emaar Digihomes,45000000.00,45000000.00,17387.00,,R,2000,2588,1.00,240.43, ? 240.43 ,SPID_CONF_GROUPING,2588 sq.ft.,45000000.00,Emaar Digihomes,Emaar Digihomes
S,Residential Apartment,Gurgaon,Nirvana Country,1,2,12043.00,,4,5,3,8,18,"09th Oct, 2023",The Close North,30000000.00,30000000.00,12043.00,,R,2000,2491,1.00,231.42, ? 231.42 ,SPID_CONF_GROUPING,2491 sq.ft.,30000000.00,The Close North,The Close North
S,Residential Apartment,Gurgaon,Nirvana Country,1,2,12183.00,,4,5,3,15,16,"08th Oct, 2023",The Close North,25500000.00,25500000.00,12183.00,,R,1500,2093,1.00,194.45, ? 194.45 ,SPID_CONF_GROUPING,2093 sq.ft.,25500000.00,The Close North,The Close North
S,Independent/Builder Floor,Gurgaon,Sushant Lok Phase 1,1,1,11851.00,,4,5,6,2,4,"08th Oct, 2023",Sushant Lok 1 Builder Floors,32000000.00,32000000.00,11851.00,,R,2100,2700,1.00,250.84, ? 250.84 ,SPID_CONF_GROUPING,2700 sq.ft.,32000000.00,Sushant Lok 1 Builder Floors,Sushant Lok 1 Builder Floors
S,Residential Apartment,Gurgaon,Sector 69 Gurgaon,1,1,10833.00,,4,5,6,7,12,"07th Oct, 2023",Tulip Purple,26000000.00,26000000.00,10833.00,,R,1900,2400,1.00,222.97, ? 222.97 ,SPID_CONF_GROUPING,2400 sq.ft.,26000000.00,Tulip Purple,Tulip Purple
S,Residential Apartment,Gurgaon,Sector 70 Gurgaon,1,1,9375.00,,4,3,2,5,12,"07th Oct, 2023",Tulip Ivory,22500000.00,22500000.00,9375.00,,R,1950,2400,1.00,222.97, ? 222.97 ,SPID_CONF_GROUPING,2400 sq.ft.,22500000.00,Tulip Ivory,Tulip Ivory
S,Residential Apartment,Gurgaon,Sector 71 Gurgaon,1,1,6839.00,,4,5,2,8,14,"06th Oct, 2023",CHD Avenue 71,15000000.00,15000000.00,6839.00,,R,1790,2193,1.00,203.74, ? 203.74 ,SPID_CONF_GROUPING,2193 sq.ft.,15000000.00,CHD Avenue 71,CHD Avenue 71
S,Residential Apartment,Gurgaon,Sector 71 Gurgaon,1,1,7214.00,,4,5,2,9,14,"06th Oct, 2023",CHD Avenue 71,13000000.00,13000000.00,7214.00,,R,1500,1802,1.00,167.41, ? 167.41 ,SPID_CONF_GROUPING,1802 sq.ft.,13000000.00,CHD Avenue 71,CHD Avenue 71
S,Residential Apartment,Gurgaon,Sector 71 Gurgaon,1,1,7377.00,,4,0,2,1,14,"06th Oct, 2023",CHD Avenue 71,13000000.00,13000000.00,7377.00,,R,1450,1762,1.00,163.70, ? 163.70 ,SPID_CONF_GROUPING,1762 sq.ft.,13000000.00,CHD Avenue 71,CHD Avenue 71
S,Residential Apartment,Gurgaon,Sector 71 Gurgaon,1,1,7171.00,,4,5,2,12,14,"06th Oct, 2023",CHD Avenue 71,12500000.00,12500000.00,7171.00,,R,1450,1743,1.00,161.93, ? 161.93 ,SPID_CONF_GROUPING,1743 sq.ft.,12500000.00,CHD Avenue 71,CHD Avenue 71
S,Residential Apartment,Gurgaon,Sector 71 Gurgaon,1,1,7095.00,,4,5,2,8,14,"06th Oct, 2023",CHD Avenue 71,8500000.00,8500000.00,7095.00,,R,900,1198,1.00,111.30, ? 111.30 ,SPID_CONF_GROUPING,1198 sq.ft.,850000000.00,CHD Avenue 71,CHD Avenue 71
S,Residential Apartment,Gurgaon,Sector 92 Gurgaon,1,1,9075.00,,4,3,1,15,19,"06th Oct, 2023",Bestech Park View Sanskruti,21100000.00,21100000.00,9075.00,,R,2000,2325,21000000.00,216.00, ? 216.00 ,SPID_CONF_GROUPING,2325 sq.ft.,21100000.00,Bestech Park View Sanskruti,Bestech Park View Sanskruti
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,11297.00,,4,5,3,6,14,"06th Oct, 2023",Bestech Park View City,29000000.00,29000000.00,11297.00,,R,2000,2567,1.00,238.48, ? 238.48 ,SPID_CONF_GROUPING,2567 sq.ft.,29000000.00,Bestech Park View City,Bestech Park View City
S,Residential Apartment,Gurgaon,Sector 50 Gurgaon,1,1,13942.00,,4,5,2,5,13,"05th Oct, 2023",Eros Wembley Estate,14500000.00,14500000.00,13942.00,,R,800,1040,1.00,96.62, ? 96.62 ,SPID_CONF_GROUPING,1040 sq.ft.,14500000.00,Eros Wembley Estate,Eros Wembley Estate
S,Residential Apartment,Gurgaon,Nirvana Country,1,1,13913.00,,4,5,2,3,19,"05th Oct, 2023",Unitech Fresco,16000000.00,16000000.00,13913.00,,R,1150,1450,1.00,134.71, ? 134.71 ,SPID_CONF_GROUPING,1450 sq.ft.,16000000.00,Unitech Fresco,Unitech Fresco
S,Residential Apartment,Gurgaon,Sector 66 Gurgaon,1,1,16666.00,,4,5,2,15,17,"05th Oct, 2023",Emaar MGF The Palm Drive,70000000.00,70000000.00,16666.00,,R,3400,4200,1.00,390.19, ? 390.19 ,SPID_CONF_GROUPING,4200 sq.ft.,70000000.00,Emaar MGF The Palm Drive,Emaar MGF The Palm Drive
S,Residential Apartment,Gurgaon,Sector 66 Gurgaon,1,1,16710.00,,4,5,2,5,17,"05th Oct, 2023",Emaar MGF The Palm Drive,63500000.00,63500000.00,16710.00,,R,3200,3800,1.00,353.03, ? 353.03 ,SPID_CONF_GROUPING,3800 sq.ft.,63500000.00,Emaar MGF The Palm Drive,Emaar MGF The Palm Drive
S,Residential Apartment,Gurgaon,Sector 66 Gurgaon,1,1,15227.00,,4,5,2,11,17,"05th Oct, 2023",Emaar MGF The Palm Drive,33500000.00,33500000.00,15227.00,,R,1800,2200,1.00,204.39, ? 204.39 ,SPID_CONF_GROUPING,2200 sq.ft.,33500000.00,Emaar MGF The Palm Drive,Emaar MGF The Palm Drive
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,17391.00,,4,5,1,4,13,"04th Oct, 2023",Emaar MGF Emerald Estate,20000000.00,20000000.00,17391.00,,R,1150,1350,1.00,125.42, ? 125.42 ,SPID_CONF_GROUPING,1350 sq.ft.,20000000.00,Emaar MGF Emerald Estate,Emaar MGF Emerald Estate
S,Residential Apartment,Gurgaon,Sector 66 Gurgaon,1,1,16153.00,,4,5,2,8,17,"04th Oct, 2023",Emaar Mgf Sky Terraces,63000000.00,63000000.00,16153.00,,R,3200,3900,1.00,362.32, ? 362.32 ,SPID_CONF_GROUPING,3900 sq.ft.,63000000.00,Emaar Mgf Sky Terraces,Emaar Mgf Sky Terraces
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,16842.00,,4,5,1,7,13,"04th Oct, 2023",Emaar MGF Emerald Estate,16000000.00,16000000.00,16842.00,,R,900,1020,1.00,94.76, ? 94.76 ,SPID_CONF_GROUPING,1020 sq.ft.,16000000.00,Emaar MGF Emerald Estate,Emaar MGF Emerald Estate
S,Residential Apartment,Gurgaon,Sector 22 Gurgaon,1,1,14500.00,,4,5,6,9,18,"04th Oct, 2023",Ambience Creacions,40324500.00,40324500.00,14500.00,,R,1802,2781,0.00,258.36, ? 258.36 ,SPID_CONF_GROUPING,2781 sq.ft.,40300000.00,Ambience Creacions,Ambience Creacions
S,Residential Apartment,Gurgaon,Sector 59 Gurgaon,1,1,19834.00,,4,0,1,17,30,"04th Oct, 2023",Mahindra Luminare,60000000.00,60000000.00,19834.00,,R,3025,,600000.00,281.03, ? 281.03 ,SPID_CONF_GROUPING,3025 sq.ft.,60000000.00,Mahindra Luminare,Mahindra Luminare
S,Residential Apartment,Gurgaon,sector 58 Gurgaon,1,1,20871.00,,4,1,1,21,29,"04th Oct, 2023",Ireo The Grand Arch,45000000.00,45000000.00,20871.00,,R,1600,2156,450000.00,200.30, ? 200.30 ,SPID_CONF_GROUPING,2156 sq.ft.,45000000.00,Ireo The Grand Arch,Ireo The Grand Arch
S,Residential Apartment,Gurgaon,Sector 22 Gurgaon,1,1,16397.00,,4,5,6,5,18,"04th Oct, 2023",Ambience Creacions,30500000.00,30500000.00,16397.00,,R,1210,1860,0.00,172.80, ? 172.80 ,SPID_CONF_GROUPING,1860 sq.ft.,30500000.00,Ambience Creacions,Ambience Creacions
S,Residential Apartment,Gurgaon,Sector 22 Gurgaon,1,1,14922.00,,4,5,6,5,18,"04th Oct, 2023",Ambience Creacions,41500000.00,41500000.00,14922.00,,R,1668,2781,0.00,258.36, ? 258.36 ,SPID_CONF_GROUPING,2781 sq.ft.,41500000.00,Ambience Creacions,Ambience Creacions
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,11492.00,,4,5,3,6,14,"04th Oct, 2023",Bestech Park View City,29500000.00,29500000.00,11492.00,,R,2000,2567,1.00,238.48, ? 238.48 ,SPID_CONF_GROUPING,2567 sq.ft.,29500000.00,Bestech Park View City,Bestech Park View City
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,13676.00,,4,5,5,18,47,"02nd Oct, 2023",M3M Skycity,25000000.00,25000000.00,13676.00,,R,,1828,1.00,169.83, ? 169.83 ,SPID_CONF_GROUPING,1828 sq.ft.,25000000.00,M3M Skycity,M3M Skycity
S,Residential Apartment,Gurgaon,Sector 70 Gurgaon,1,1,8974.00,,2,1,6,15,18,"30th Sep, 2023",Shree Vardhman Victoria,17500000.00,17500000.00,8974.00,,R,1161,1950,1.00,181.16, ? 181.16 ,SPID_CONF_GROUPING,1950 sq.ft.,17500000.00,Shree Vardhman Victoria,Shree Vardhman Victoria
S,Residential Apartment,Gurgaon,DLF Phase 3,1,1,13188.00,,4,0,2,7,9,"30th Sep, 2023",Ambience Lagoon,57500000.00,57500000.00,13188.00,,R,3400,4360,1.00,405.06, ? 405.06 ,SPID_CONF_GROUPING,4360 sq.ft.,57500000.00,Ambience Lagoon,Ambience Lagoon
S,Residential Apartment,Gurgaon,DLF Phase 5,1,1,19540.00,,4,6,3,9,20,"28th Sep, 2023",DLF Westend Heights,51000000.00,51000000.00,19540.00,,R,2300,2610,500000.00,242.48, ? 242.48 ,SPID_CONF_GROUPING,2610 sq.ft.,51000000.00,DLF Westend Heights,DLF Westend Heights
S,Independent/Builder Floor,Gurgaon,DLF Phase 4,1,1,11728.00,,4,5,6,2,4,"28th Sep, 2023",,28500000.00,28500000.00,11728.00,,R,1944,2430,1.00,225.75, ? 225.75 ,SPID_CONF_GROUPING,2430 sq.ft.,28500000.00,,
S,Independent House/Villa,Gurgaon,C Block Sushant Lok Phase 1,1,1,29715.00,,4,4,3,,2,"28th Sep, 2023",Ansal,57500000.00,57500000.00,29715.00,,R,,,1.00,179.77, ? 179.77 ,SPID_CONF_GROUPING,1935 sq.ft.,57500000.00,Ansal,Ansal
S,Independent/Builder Floor,Gurgaon,B Block Sushant Lok Phase 1,1,1,12037.00,,4,5,6,2,4,"28th Sep, 2023",,32500000.00,32500000.00,12037.00,,R,2100,2700,1.00,250.84, ? 250.84 ,SPID_CONF_GROUPING,2700 sq.ft.,32500000.00,,
S,Independent/Builder Floor,Gurgaon,Sector 37D Gurgaon,1,1,7301.00,,4,0,5,2,4,"28th Sep, 2023",Signature Global City 37D Ph 2,9200000.00,9200000.00,7301.00,,R,750,1260,1.00,117.06, ? 117.06 ,SPID_CONF_GROUPING,1260 sq.ft.,920000000.00,Signature Global City 37D Ph 2,Signature Global City 37D Ph 2
S,Independent/Builder Floor,Gurgaon,Nirvana Country,1,1,7407.00,,4,5,2,2,3,"27th Sep, 2023",,16000000.00,16000000.00,7407.00,,R,1400,2160,1.00,200.67, ? 200.67 ,SPID_CONF_GROUPING,2160 sq.ft.,16000000.00,,
S,Independent/Builder Floor,Gurgaon,DLF Phase 1,1,1,13888.00,,4,5,6,2,4,"27th Sep, 2023",,37500000.00,37500000.00,13888.00,,R,2160,2700,1.00,250.84, ? 250.84 ,SPID_CONF_GROUPING,2700 sq.ft.,37500000.00,,
S,Residential Apartment,Gurgaon,Nirvana Country,1,2,14765.00,,4,5,3,5,18,"25th Sep, 2023",The Close North,43500000.00,43500000.00,14765.00,,R,2500,2946,1.00,273.69, ? 273.69 ,SPID_CONF_GROUPING,2946 sq.ft.,43500000.00,The Close North,The Close North
S,Residential Apartment,Gurgaon,Nirvana Country,1,2,14800.00,,4,5,3,5,18,"25th Sep, 2023",The Close North,43500000.00,43500000.00,14800.00,,R,2500,2939,1.00,273.04, ? 273.04 ,SPID_CONF_GROUPING,2939 sq.ft.,43500000.00,The Close North,The Close North
S,Residential Apartment,Gurgaon,Sector 37D Gurgaon,1,1,6818.00,,4,5,1,9,14,"23rd Sep, 2023",BPTP Park Serene,10500000.00,10500000.00,6818.00,,R,1232,1540,1.00,143.07, ? 143.07 ,SPID_CONF_GROUPING,1540 sq.ft.,10500000.00,BPTP Park Serene,BPTP Park Serene
S,Residential Apartment,Gurgaon,Sector-33 Sohna,1,1,8664.00,,2,1,6,3,22,"22nd Sep, 2023",Godrej Nature Plus,12000000.00,12000000.00,8664.00,,R,1385,,1.00,128.67, ? 128.67 ,SPID_CONF_GROUPING,1385 sq.ft.,12000000.00,Godrej Nature Plus,Godrej Nature Plus
S,Residential Apartment,Gurgaon,Nirvana Country,1,2,14596.00,,4,5,3,7,18,"22nd Sep, 2023",The Close North,43000000.00,43000000.00,14596.00,,R,2500,2946,1.00,273.69, ? 273.69 ,SPID_CONF_GROUPING,2946 sq.ft.,43000000.00,The Close North,The Close North
S,Residential Apartment,Gurgaon,Sector 41 Gurgaon,1,2,11848.00,,4,5,3,7,18,"22nd Sep, 2023",Unitech Ivory Towers,20000000.00,20000000.00,11848.00,,R,1200,1688,1.00,156.82, ? 156.82 ,SPID_CONF_GROUPING,1688 sq.ft.,20000000.00,Unitech Ivory Towers,Unitech Ivory Towers
S,Residential Apartment,Gurgaon,Nirvana Country,1,2,11944.00,,4,5,3,8,18,"22nd Sep, 2023",The Close North,25000000.00,25000000.00,11944.00,,R,1500,2093,1.00,194.45, ? 194.45 ,SPID_CONF_GROUPING,2093 sq.ft.,25000000.00,The Close North,The Close North
S,Residential Apartment,Gurgaon,Sector 37D Gurgaon,1,1,8834.00,,4,5,6,12,23,"22nd Sep, 2023",BPTP Terra,16000000.00,16000000.00,8834.00,,R,1200,1811,0.00,168.25, ? 168.25 ,SPID_CONF_GROUPING,1811 sq.ft.,16000000.00,BPTP Terra,BPTP Terra
S,Residential Apartment,Gurgaon,Sector 90 Gurgaon,1,1,6666.00,,2,4,1,10,13,"22nd Sep, 2023",Shree Vardhman Flora,12500000.00,12500000.00,6666.00,,R,,1875,125000.00,174.19, ? 174.19 ,SPID_CONF_GROUPING,1875 sq.ft.,12500000.00,Shree Vardhman Flora,Shree Vardhman Flora
S,Residential Apartment,Gurgaon,Sector 61 Gurgaon,1,1,13106.00,,4,0,2,21,32,"21st Sep, 2023",Pioneer Park,27000000.00,27000000.00,13106.00,,R,1600,2060,270000.00,191.38, ? 191.38 ,SPID_CONF_GROUPING,2060 sq.ft.,27000000.00,Pioneer Park,Pioneer Park
S,Residential Apartment,Gurgaon,Gwal Pahari,1,1,14500.00,,2,1,6,22,43,"21st Sep, 2023",Paras Quartier,87000000.00,87000000.00,14500.00,,R,,6000,1.00,557.42, ? 557.42 ,SPID_CONF_GROUPING,6000 sq.ft.,87000000.00,Paras Quartier,Paras Quartier
S,Residential Apartment,Gurgaon,Gwal Pahari,1,1,12897.00,,2,0,6,6,43,"21st Sep, 2023",Paras Quartier,69000000.00,69000000.00,12897.00,,R,,5350,1.00,497.03, ? 497.03 ,SPID_CONF_GROUPING,5350 sq.ft.,69000000.00,Paras Quartier,Paras Quartier
S,Residential Apartment,Gurgaon,Gwal Pahari,1,1,14392.00,,4,0,6,27,43,"21st Sep, 2023",Paras Quartier,77000000.00,77000000.00,14392.00,,R,,5350,1.00,497.03, ? 497.03 ,SPID_CONF_GROUPING,5350 sq.ft.,77000000.00,Paras Quartier,Paras Quartier
S,Residential Apartment,Gurgaon,Sector 41 Gurgaon,1,1,10578.00,,4,1,2,6,16,"21st Sep, 2023",Unitech Ivory Towers,22500000.00,22500000.00,10578.00,,R,1900,2127,1.00,197.60, ? 197.60 ,SPID_CONF_GROUPING,2127 sq.ft.,22500000.00,Unitech Ivory Towers,Unitech Ivory Towers
S,Residential Apartment,Gurgaon,DLF Phase 3,1,1,14843.00,,4,0,2,3,9,"18th Sep, 2023",Ambience Lagoon,47500000.00,47500000.00,14843.00,,R,,3200,1.00,297.29, ? 297.29 ,SPID_CONF_GROUPING,3200 sq.ft.,47500000.00,Ambience Lagoon,Ambience Lagoon
S,Residential Apartment,Gurgaon,Sector 70 Gurgaon,1,1,8666.00,,4,0,6,5,18,"18th Sep, 2023",Shree Vardhman Victoria,11700000.00,11700000.00,8666.00,,R,,1350,1.00,125.42, ? 125.42 ,SPID_CONF_GROUPING,1350 sq.ft.,11700000.00,Shree Vardhman Victoria,Shree Vardhman Victoria
S,Residential Apartment,Gurgaon,Nirvana Country,1,1,12183.00,,4,5,3,14,17,"17th Sep, 2023",The Close South,52000000.00,52000000.00,12183.00,,R,3800,4268,1.00,396.51, ? 396.51 ,SPID_CONF_GROUPING,4268 sq.ft.,52000000.00,The Close South,The Close South
S,Residential Apartment,Gurgaon,Nirvana Country,1,2,13947.00,,4,5,3,3,17,"17th Sep, 2023",The Close South,53000000.00,53000000.00,13947.00,,R,3800,4268,1.00,396.51, ? 396.51 ,SPID_CONF_GROUPING,4268 sq.ft.,53000000.00,The Close South,The Close South
S,Residential Apartment,Gurgaon,Nirvana Country,1,1,12667.00,,1,5,3,2,18,"17th Sep, 2023",The Close North,33000000.00,33000000.00,12667.00,,R,2200,2605,1.00,242.01, ? 242.01 ,SPID_CONF_GROUPING,2605 sq.ft.,33000000.00,The Close North,The Close North
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,11297.00,,4,5,2,5,14,"16th Sep, 2023",Bestech Park View City,29000000.00,29000000.00,11297.00,,R,2000,2567,1.00,238.48, ? 238.48 ,SPID_CONF_GROUPING,2567 sq.ft.,29000000.00,Bestech Park View City,Bestech Park View City
S,Independent/Builder Floor,Gurgaon,DLF Phase 1,1,1,21764.00,,4,5,6,3,4,"14th Sep, 2023",,37000000.00,37000000.00,21764.00,,R,1700,,1.00,157.94, ? 157.94 ,SPID_CONF_GROUPING,1700 sq.ft.,37000000.00,,
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,9989.00,,4,3,6,6,26,"12th Sep, 2023",Shapoorji Pallonji Joyville Gurugram,20000000.00,20000000.00,9989.00,,R,,1852,1.00,172.06, ? 172.06 ,SPID_CONF_GROUPING,1852 sq.ft.,20000000.00,Shapoorji Pallonji Joyville Gurugram,Shapoorji Pallonji Joyville Gurugram
S,Independent/Builder Floor,Gurgaon,South City 2,1,1,12500.00,,4,5,6,4,4,"11th Sep, 2023",,35000000.00,35000000.00,12500.00,,R,2200,2800,1.00,260.13, ? 260.13 ,SPID_CONF_GROUPING,2800 sq.ft.,35000000.00,,
S,Independent/Builder Floor,Gurgaon,Sector 56 Gurgaon,1,1,15263.00,,4,5,6,4,4,"10th Sep, 2023",Ansal Sushant Lok 2,29000000.00,29000000.00,15263.00,,R,1700,1900,1.00,176.52, ? 176.52 ,SPID_CONF_GROUPING,1900 sq.ft.,29000000.00,Ansal Sushant Lok 2,Ansal Sushant Lok 2
S,Residential Apartment,Gurgaon,Sector 62 Gurgaon,1,1,16421.00,,4,5,6,20,30,"10th Sep, 2023",Emaar Digihomes,42500000.00,42500000.00,16421.00,,R,2100,2588,1.00,240.43, ? 240.43 ,SPID_CONF_GROUPING,2588 sq.ft.,42500000.00,Emaar Digihomes,Emaar Digihomes
S,Residential Apartment,Gurgaon,Sector 62 Gurgaon,1,1,17572.00,,4,5,1,7,33,"10th Sep, 2023",Emaar Digihomes,26500000.00,26500000.00,17572.00,,R,1100,1508,1.00,140.10, ? 140.10 ,SPID_CONF_GROUPING,1508 sq.ft.,26500000.00,Emaar Digihomes,Emaar Digihomes
S,Residential Apartment,Gurgaon,Sector 61 Gurgaon,1,1,12647.00,,4,5,1,15,32,"08th Sep, 2023",Pioneer Park,21500000.00,21500000.00,12647.00,,R,,1700,1.00,157.94, ? 157.94 ,SPID_CONF_GROUPING,1700 sq.ft.,21500000.00,Pioneer Park,Pioneer Park
S,Independent/Builder Floor,Gurgaon,B Block Sushant Lok Phase 1,1,1,17647.00,,4,5,6,1,4,"08th Sep, 2023",,29999999.00,29999999.00,17647.00,,R,1700,,1.00,157.94, ? 157.94 ,SPID_CONF_GROUPING,1700 sq.ft.,30000000.00,,
S,Residential Apartment,Gurgaon,Sector 62 Gurgaon,1,1,17241.00,,4,5,1,25,32,"06th Sep, 2023",Emaar Digihomes,26000000.00,26000000.00,17241.00,,R,1000,1508,1.00,140.10, ? 140.10 ,SPID_CONF_GROUPING,1508 sq.ft.,26000000.00,Emaar Digihomes,Emaar Digihomes
S,Residential Apartment,Gurgaon,Sector 92 Gurgaon,1,1,10512.00,,4,5,1,15,19,"05th Sep, 2023",Bestech Park View Sanskruti,20500000.00,20500000.00,10512.00,,R,1950,2325,215000.00,216.00, ? 216.00 ,SPID_CONF_GROUPING,2325 sq.ft.,20500000.00,Bestech Park View Sanskruti,Bestech Park View Sanskruti
S,Residential Apartment,Gurgaon,Nirvana Country,1,2,13448.00,,4,5,2,7,17,"02nd Sep, 2023",The Close South,33500000.00,33500000.00,13448.00,,R,2000,2491,1.00,231.42, ? 231.42 ,SPID_CONF_GROUPING,2491 sq.ft.,33500000.00,The Close South,The Close South
S,Residential Apartment,Gurgaon,Nirvana Country,1,1,11944.00,,4,5,2,4,18,"02nd Sep, 2023",The Close North,25000000.00,25000000.00,11944.00,,R,1500,2093,1.00,194.45, ? 194.45 ,SPID_CONF_GROUPING,2093 sq.ft.,25000000.00,The Close North,The Close North
S,Residential Apartment,Gurgaon,Nirvana Country,1,1,12183.00,,4,5,2,2,18,"02nd Sep, 2023",The Close North,25500000.00,25500000.00,12183.00,,R,1500,2093,1.00,194.45, ? 194.45 ,SPID_CONF_GROUPING,2093 sq.ft.,25500000.00,The Close North,The Close North
S,Residential Apartment,Gurgaon,Sector 62 Gurgaon,1,1,16000.00,,4,5,1,16,32,"27th Aug, 2023",Emaar Digihomes,43500000.00,43500000.00,16000.00,,R,2000,2588,1.00,240.43, ? 240.43 ,SPID_CONF_GROUPING,2588 sq.ft.,43500000.00,Emaar Digihomes,Emaar Digihomes
S,Independent/Builder Floor,Gurgaon,Palam Vihar,1,1,58181.00,,4,1,1,2,4,"25th Aug, 2023",,16000000.00,16000000.00,58181.00,,R,2475,,1.00,229.93, ? 229.93 ,SPID_CONF_GROUPING,2475 sq.ft.,16000000.00,,
S,Independent/Builder Floor,Gurgaon,Sector 22 Gurgaon,1,1,73039.00,,4,1,1,1,4,"25th Aug, 2023",,14900000.00,14900000.00,73039.00,,R,1836,,1.00,170.57, ? 170.57 ,SPID_CONF_GROUPING,1836 sq.ft.,14900000.00,,
S,Independent/Builder Floor,Gurgaon,Sector 22 Gurgaon,1,1,74144.00,,4,1,1,1,4,"25th Aug, 2023",,19500000.00,19500000.00,74144.00,,R,2367,,1.00,219.90, ? 219.90 ,SPID_CONF_GROUPING,2367 sq.ft.,19500000.00,,
S,Residential Apartment,Gurgaon,Nirvana Country,1,1,15166.00,,1,5,2,3,17,"22nd Aug, 2023",The Close South,45500000.00,45500000.00,15166.00,,R,2500,3000,1.00,278.71, ? 278.71 ,SPID_CONF_GROUPING,3000 sq.ft.,45500000.00,The Close South,The Close South
S,Residential Apartment,Gurgaon,Nirvana Country,1,1,15000.00,,1,5,2,8,17,"22nd Aug, 2023",The Close South,45000000.00,45000000.00,15000.00,,R,2500,3000,1.00,278.71, ? 278.71 ,SPID_CONF_GROUPING,3000 sq.ft.,45000000.00,The Close South,The Close South
S,Residential Apartment,Gurgaon,Sector 37D Gurgaon,1,1,5680.00,,4,6,1,8,13,"21st Aug, 2023",Ramprastha The Atrium,7300000.00,7300000.00,5680.00,,R,1028,1285,1.00,119.38, ? 119.38 ,SPID_CONF_GROUPING,1285 sq.ft.,730000000.00,Ramprastha The Atrium,Ramprastha The Atrium
S,Residential Apartment,Gurgaon,Sector 62 Gurgaon,1,1,16803.00,,2,5,1,25,32,"19th Aug, 2023",Emaar Digihomes,43500000.00,43500000.00,16803.00,,R,2000,2588.79,1.00,240.43, ? 240.43 ,SPID_CONF_GROUPING,2588 sq.ft.,43500000.00,Emaar Digihomes,Emaar Digihomes
S,Independent House/Villa,Gurgaon,Sushant Lok Phase 1,1,1,10181.00,,4,8,1,,2,"02nd Oct, 2023",,56000000.00,56000000.00,10181.00,,R,,,,510.97, ? 510.97 ,SPID_CONF_GROUPING,5500 sq.ft.,56000000.00,,
