PREFERENCE,PROPERTY_TYPE,CITY,LOCALITY,TRANSACT_TYPE,OWNTYPE, PRICE_PER_UNIT_AREA ,,FURNISH,FACING,AGE,FLOOR_NUM,TOTAL_FLOOR,REGISTER_DATE,PROP_NAME,MIN_PRICE ,MAX_PRICE ,PRICE_SQFT ,,LISTING,CARPET_SQFT,SUPERBUILTUP_SQFT,BROKERAGE,MIN_AREA_SQFT, MAX_AREA_SQFT ,GROUP_NAME,AREA,PRICE,SOCIETY_NAME,BUILDING_NAME
S,Residential Apartment,Gurgaon,Sector 107 Gurgaon,1,1,6493.00,,2,1,2,7,14,"04th Sep, 2023",Signature Global Solera,2000000.00,2000000.00,6493.00,,R,308,,1.00,28.61, ? 28.61 ,SPID_GROUP_SEARCH_NORMAL,308 sq.ft.,200000000.00,Signature Global Solera,Signature Global Solera
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,11339.00,,2,1,1,10,26,"04th Sep, 2023",Shapoorji Pallonji Joyville Gurugram,21000007.00,21000007.00,11339.00,,R,,1852,1.00,172.06, ? 172.06 ,SPID_GROUP_SEARCH_NORMAL,1852 sq.ft.,21000000.00,Shapoorji Pallonji Joyville Gurugram,Shapoorji Pallonji Joyville Gurugram
S,Residential Apartment,Gurgaon,Sector 107 Gurgaon,1,1,6134.00,,2,1,2,7,14,"04th Sep, 2023",Signature Global Solera,3000000.00,3000000.00,6134.00,,R,489,,1.00,45.43, ? 45.43 ,SPID_GROUP_SEARCH_NORMAL,489 sq.ft.,300000000.00,Signature Global Solera,Signature Global Solera
S,Residential Apartment,Gurgaon,Sector 89 A Gurgaon,1,1,8279.00,,4,3,5,14,22,"01st Sep, 2023",ATS Marigold,17800000.00,17800000.00,8279.00,,R,1820,2150,1.00,199.74, ? 199.74 ,SPID_CONF_GROUPING,2150 sq.ft.,17800000.00,ATS Marigold,ATS Marigold
S,Independent House/Villa,Gurgaon,Sector 22 Gurgaon,1,1,180608.00,,4,8,3,,3,"03rd Sep, 2023",,47500000.00,47500000.00,180608.00,,R,2331,,1.00,219.90, ? 219.90 ,SPID_CONF_GROUPING,2367 sq.ft.,47500000.00,,
S,Residential Apartment,Gurgaon,Sector 79 Gurgaon,1,1,10563.00,,4,1,5,6,29,"04th Sep, 2023",golf hills,15000000.00,15000000.00,10563.00,,R,,1420,0.00,131.92, ? 131.92 ,SPID_CONF_GROUPING,1420 sq.ft.,15000000.00,golf hills,golf hills
S,Residential Apartment,Gurgaon,Sector 85 Gurgaon,1,1,10251.00,,4,0,5,5,32,"06th Oct, 2023",Godrej Air,18750000.00,18750000.00,10251.00,,R,1829,,1.00,169.92, ? 169.92 ,SPID_CONF_GROUPING,1829 sq.ft.,18800000.00,Godrej Air,Godrej Air
S,Residential Apartment,Gurgaon,Sector 86 Gurgaon,1,1,7089.00,,4,6,2,1,22,"01st Oct, 2023",DLF New Town Heights 2,11450000.00,11450000.00,7089.00,,R,,1615,1.00,150.04, ? 150.04 ,SPID_CONF_GROUPING,1615 sq.ft.,11400000.00,DLF New Town Heights 2,DLF New Town Heights 2
S,Residential Apartment,Gurgaon,Sector 90 Gurgaon,1,1,5555.00,,4,7,2,1,19,"28th Sep, 2023",DLF New Town Heights 1,11100000.00,11100000.00,5555.00,,R,,1620,1.00,150.50, ? 150.50 ,SPID_CONF_GROUPING,1620 sq.ft.,11100000.00,DLF New Town Heights 1,DLF New Town Heights 1
S,Residential Apartment,Gurgaon,Sector 57 Gurgaon,1,1,14135.00,,4,3,3,10,11,"11th Sep, 2023",Satya The Legend,33500000.00,33500000.00,14135.00,,R,,2370,1.00,220.18, ? 220.18 ,SPID_CONF_GROUPING,2370 sq.ft.,33500000.00,Satya The Legend,Satya The Legend
S,Residential Apartment,Gurgaon,Sohna,1,1,6209.00,,1,5,1,5,13,"04th Sep, 2023",GLS Arawali Homes,2900000.00,2900000.00,6209.00,,R,467,800,2.00,74.32, ? 74.32 ,SPID_CONF_GROUPING,800 sq.ft.,290000000.00,GLS Arawali Homes,GLS Arawali Homes
S,Residential Apartment,Gurgaon,Sector 61 Gurgaon,1,1,14090.00,,4,0,5,4,4,"17th Aug, 2023",Smart World Orchard,15500000.00,15500000.00,14090.00,,R,1100,,1.00,102.19, ? 102.19 ,SPID_CONF_GROUPING,1100 sq.ft.,15500000.00,Smart World Orchard,Smart World Orchard
S,Residential Apartment,Gurgaon,Sector-33 Sohna,1,1,7436.00,,2,3,5,9,22,"25th Sep, 2023",Godrej Nature Plus Serenity,10300000.00,10300000.00,7436.00,,R,,1385,1.00,128.67, ? 128.67 ,SPID_CONF_GROUPING,1385 sq.ft.,10300000.00,Godrej Nature Plus Serenity,Godrej Nature Plus Serenity
S,Residential Apartment,Gurgaon,Sector-33 Sohna,1,1,8677.00,,2,5,5,6,22,"14th Sep, 2023",Godrej Nature Plus,14500000.00,14500000.00,8677.00,,R,1671,,1.00,155.24, ? 155.24 ,SPID_CONF_GROUPING,1671 sq.ft.,14500000.00,Godrej Nature Plus,Godrej Nature Plus
S,Residential Apartment,Gurgaon,Sector 59 Gurgaon,1,1,20330.00,,1,1,1,25,30,"19th Aug, 2023",Mahindra Luminare,61500000.00,61500000.00,20330.00,,R,3025,,1.00,281.03, ? 281.03 ,SPID_CONF_GROUPING,3025 sq.ft.,61500000.00,Mahindra Luminare,Mahindra Luminare
S,Independent/Builder Floor,Gurgaon,Sector 89 Gurgaon,1,1,7706.00,,4,0,5,3,4,"19th Sep, 2023",Smart World Gems,8500000.00,8500000.00,7706.00,,R,,1103,0.00,102.47, ? 102.47 ,SPID_CONF_GROUPING,1103 sq.ft.,850000000.00,Smart World Gems,Smart World Gems
S,Residential Apartment,Gurgaon,Sector 61 Gurgaon,1,1,12087.00,,4,1,2,24,32,"05th Sep, 2023",Pioneer Park,24900000.00,24900000.00,12087.00,,R,1901,2060,1.00,191.38, ? 191.38 ,SPID_CONF_GROUPING,2060 sq.ft.,24900000.00,Pioneer Park,Pioneer Park
S,Residential Apartment,Gurgaon,Sector 62 Gurgaon,1,1,15081.00,,4,5,2,7,25,"26th Sep, 2023",Conscient Heritage One,27900000.00,27900000.00,15081.00,,R,1850,1996,1.00,185.43, ? 185.43 ,SPID_CONF_GROUPING,1996 sq.ft.,27900000.00,Conscient Heritage One,Conscient Heritage One
S,Residential Apartment,Gurgaon,Sector 91 Gurgaon,1,1,6444.00,,2,5,1,6,13,"06th Oct, 2023",TARC Maceo,12000000.00,12000000.00,6444.00,,R,,1862,0.00,172.99, ? 172.99 ,SPID_CONF_GROUPING,1862 sq.ft.,12000000.00,TARC Maceo,TARC Maceo
S,Residential Apartment,Gurgaon,Sector 70A Gurgaon,1,1,10121.00,,2,5,6,14,22,"05th Oct, 2023",Capital Residences 360,20000000.00,20000000.00,10121.00,,R,,1976,0.00,183.58, ? 183.58 ,SPID_CONF_GROUPING,1976 sq.ft.,20000000.00,Capital Residences 360,Capital Residences 360
S,Residential Apartment,Gurgaon,Sector 79 Gurgaon,1,1,9570.00,,4,5,6,8,20,"24th Sep, 2023",Bestech Altura,25600000.00,25600000.00,9570.00,,R,,2675,1.00,248.52, ? 248.52 ,SPID_CONF_GROUPING,2675 sq.ft.,25600000.00,Bestech Altura,Bestech Altura
S,Residential Apartment,Gurgaon,Sector 54 Gurgaon,1,1,27736.00,,4,3,3,15,30,"16th Sep, 2023",DLF Park Place,75000000.00,75000000.00,27736.00,,R,1534,2704,1.00,251.21, ? 251.21 ,SPID_CONF_GROUPING,2704 sq.ft.,75000000.00,DLF Park Place,DLF Park Place
S,Residential Apartment,Gurgaon,Sector 104 Gurgaon,1,1,10439.00,,4,3,5,18,35,"16th Sep, 2023",Hero Homes,14500000.00,14500000.00,10439.00,,R,884.58,1389,1.00,129.04, ? 129.04 ,SPID_CONF_GROUPING,1389 sq.ft.,14500000.00,Hero Homes,Hero Homes
S,Residential Apartment,Gurgaon,Sector 79 Gurgaon,1,1,9345.00,,4,1,6,9,20,"16th Sep, 2023",Bestech Altura,24000000.00,24000000.00,9345.00,,R,,2675,1.00,248.52, ? 248.52 ,SPID_CONF_GROUPING,2675 sq.ft.,24000000.00,Bestech Altura,Bestech Altura
S,Independent/Builder Floor,Gurgaon,DLF Phase 2,1,1,123015.00,,4,6,5,4,4,"10th Sep, 2023",,77500000.00,77500000.00,123015.00,,R,5670,,1.00,526.76, ? 526.76 ,SPID_CONF_GROUPING,5670 sq.ft.,77500000.00,,
S,Independent/Builder Floor,Gurgaon,DLF Phase 2,1,1,130597.00,,4,5,1,1,4,"10th Sep, 2023",,52500000.00,52500000.00,130597.00,,R,3618,,1.00,336.12, ? 336.12 ,SPID_CONF_GROUPING,3618 sq.ft.,52500000.00,,
S,Independent/Builder Floor,Gurgaon,DLF Phase 1,1,1,108565.00,,4,2,5,2,4,"09th Sep, 2023",,54500000.00,54500000.00,108565.00,,R,4518,,1.00,419.74, ? 419.74 ,SPID_CONF_GROUPING,4518 sq.ft.,54500000.00,,
S,Independent/Builder Floor,Gurgaon,DLF Phase 1,1,1,136815.00,,4,6,5,1,4,"09th Sep, 2023",,55000000.00,55000000.00,136815.00,,R,3618,,1.00,336.12, ? 336.12 ,SPID_CONF_GROUPING,3618 sq.ft.,55000000.00,,
S,Independent/Builder Floor,Gurgaon,DLF Phase 1,1,1,105769.00,,4,8,1,3,4,"09th Sep, 2023",,55000000.00,55000000.00,105769.00,,R,4680,,1.00,434.79, ? 434.79 ,SPID_CONF_GROUPING,4680 sq.ft.,55000000.00,,
S,Residential Apartment,Gurgaon,Sector 99A Gurgaon,1,1,4954.00,,1,3,6,2,12,"07th Sep, 2023",Pareena Laxmi Apartments,2700000.00,2700000.00,4954.00,,R,545,,0.00,50.63, ? 50.63 ,SPID_CONF_GROUPING,545 sq.ft.,270000000.00,Pareena Laxmi Apartments,Pareena Laxmi Apartments
S,Residential Apartment,Gurgaon,Sector 89 Gurgaon,1,1,4000.00,,2,5,5,5,19,"04th Sep, 2023",Breez Global Heights 89,2800000.00,2800000.00,4000.00,,R,645.3,,0.00,59.92, ? 59.92 ,SPID_CONF_GROUPING,645 sq.ft.,280000000.00,Breez Global Heights 89,Breez Global Heights 89
S,Residential Apartment,Gurgaon,Sector 70A Gurgaon,1,1,9642.00,,2,5,6,6,17,"29th Aug, 2023",Pyramid Urban Homes,4850000.00,4850000.00,9642.00,,R,503,,0.00,46.73, ? 46.73 ,SPID_CONF_GROUPING,503 sq.ft.,485000000.00,Pyramid Urban Homes,Pyramid Urban Homes
S,Residential Apartment,Gurgaon,Sector 67A Gurgaon,1,1,4347.00,,1,5,6,6,14,"27th Aug, 2023",Pyramid Urban,2600000.00,2600000.00,4347.00,,R,598,,0.00,55.56, ? 55.56 ,SPID_CONF_GROUPING,598 sq.ft.,260000000.00,Pyramid Urban,Pyramid Urban
S,Independent/Builder Floor,Gurgaon,DLF Phase 1,1,1,18344.00,,4,0,1,4,4,"23rd Aug, 2023",,53200000.00,53200000.00,18344.00,,R,2900,,1.00,269.42, ? 269.42 ,SPID_CONF_GROUPING,2900 sq.ft.,53200000.00,,
S,Residential Apartment,Gurgaon,Sector 107 Gurgaon,1,1,3619.00,,2,7,1,3,14,"26th Sep, 2023",Signature Global Solera,3800000.00,3800000.00,3619.00,,R,549,1050,38000.00,97.55, ? 97.55 ,SPID_CONF_GROUPING,1050 sq.ft.,380000000.00,Signature Global Solera,Signature Global Solera
S,Residential Apartment,Gurgaon,Sector 1 Imt Manesar,1,1,3900.00,,2,1,2,6,8,"27th Aug, 2023",HSIIDC Sidco Shivalik Apartments,5850000.00,5850000.00,3900.00,,P,1070,1500,1.00,139.35, ? 139.35 ,SPID_CONF_GROUPING,1500 sq.ft.,585000000.00,HSIIDC Sidco Shivalik Apartments,HSIIDC Sidco Shivalik Apartments
S,Independent/Builder Floor,Gurgaon,Sector 61 Gurgaon,1,1,14525.00,,4,3,5,1,4,"02nd Sep, 2023",Smart World Orchard,22500000.00,22500000.00,14525.00,,R,1549,,1.00,143.91, ? 143.91 ,SPID_CONF_GROUPING,1549 sq.ft.,22500000.00,Smart World Orchard,Smart World Orchard
S,Residential Apartment,Gurgaon,Sector 76 Gurgaon,1,1,14100.00,,4,3,5,22,34,"01st Sep, 2023",Whiteland The Aspen,45726300.00,45726300.00,14100.00,,R,,3243,0.00,301.28, ? 301.28 ,SPID_CONF_GROUPING,3243 sq.ft.,45700000.00,Whiteland The Aspen,Whiteland The Aspen
S,Residential Apartment,Gurgaon,Sector 76 Gurgaon,1,1,10287.00,,4,3,5,2,4,"01st Sep, 2023",Whiteland Blissville,17200000.00,17200000.00,10287.00,,R,1356,1672,1.00,155.33, ? 155.33 ,SPID_CONF_GROUPING,1672 sq.ft.,17200000.00,Whiteland Blissville,Whiteland Blissville
S,Residential Apartment,Gurgaon,Sector 76 Gurgaon,1,1,13090.00,,4,3,5,4,5,"01st Sep, 2023",Whiteland The Aspen,28800000.00,28800000.00,13090.00,,R,2200,,1.00,204.39, ? 204.39 ,SPID_CONF_GROUPING,2200 sq.ft.,28800000.00,Whiteland The Aspen,Whiteland The Aspen
S,Residential Apartment,Gurgaon,Sector 71 Gurgaon,1,1,5548.00,,0,0,1,15,22,"13th Aug, 2023",CHD Avenue 71,13500000.00,13500000.00,5548.00,,R,,2433,1.00,226.03, ? 226.03 ,SPID_CONF_GROUPING,2433 sq.ft.,13500000.00,CHD Avenue 71,CHD Avenue 71
S,Residential Apartment,Gurgaon,Sector 62 Gurgaon,1,1,15837.00,,4,0,6,10,32,"16th Aug, 2023",Emaar Digihomes,39500000.00,39500000.00,15837.00,,R,,2588.79,1.00,240.43, ? 240.43 ,SPID_CONF_GROUPING,2588 sq.ft.,39500000.00,Emaar Digihomes,Emaar Digihomes
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,11111.00,,4,5,5,11,26,"09th Sep, 2023",Shapoorji Pallonji Joyville Gurugram,15200000.00,15200000.00,11111.00,,R,,1368,1.00,127.09, ? 127.09 ,SPID_CONF_GROUPING,1368 sq.ft.,15200000.00,Shapoorji Pallonji Joyville Gurugram,Shapoorji Pallonji Joyville Gurugram
S,Independent/Builder Floor,Gurgaon,Sector 73 Gurgaon,1,1,14857.00,,4,3,5,2,4,"02nd Oct, 2023",DLF Alameda,31200000.00,31200000.00,14857.00,,R,2100,2754,1.00,255.85, ? 255.85 ,SPID_CONF_GROUPING,2754 sq.ft.,31200000.00,DLF Alameda,DLF Alameda
S,Residential Apartment,Gurgaon,Sector 90 Gurgaon,1,1,6875.00,,4,3,1,17,18,"01st Sep, 2023",DLF Regal Gardens,12500000.00,12500000.00,6875.00,,R,1810,1818,1.00,168.90, ? 168.90 ,SPID_CONF_GROUPING,1818 sq.ft.,12500000.00,DLF Regal Gardens,DLF Regal Gardens
S,Residential Apartment,Gurgaon,Sector 82A Gurgaon,1,1,13979.00,,4,3,1,15,32,"01st Sep, 2023",DLF The Primus,21500000.00,21500000.00,13979.00,,R,1538,1818,1.00,168.90, ? 168.90 ,SPID_CONF_GROUPING,1818 sq.ft.,21500000.00,DLF The Primus,DLF The Primus
S,Independent/Builder Floor,Gurgaon,C Block Sushant Lok Phase 1,1,1,100000.00,,4,1,6,2,4,"03rd Sep, 2023",,30000000.00,30000000.00,100000.00,,R,2700,,1.00,250.84, ? 250.84 ,SPID_CONF_GROUPING,2700 sq.ft.,30000000.00,,
S,Independent House/Villa,Gurgaon,B Block Sushant Lok Phase 1,1,1,292397.00,,4,4,2,,3,"04th Oct, 2023",,100000000.00,100000000.00,292397.00,,R,,,1.00,285.96, ? 285.96 ,SPID_CONF_GROUPING,3078 sq.ft.,100000000.00,,
S,Residential Apartment,Gurgaon,Sector 82A Gurgaon,1,1,12000.00,,4,1,6,2,27,Yesterday,Vatika Sovereign Next,30000000.00,30000000.00,12000.00,,R,2500,,300000.00,232.26, ? 232.26 ,SPID_CONF_GROUPING,2500 sq.ft.,30000000.00,Vatika Sovereign Next,Vatika Sovereign Next
S,Independent/Builder Floor,Gurgaon,Sector 84 Gurgaon,1,1,8333.00,,4,0,5,2,4,"03rd Oct, 2023",SS Linden Floors,22500000.00,22500000.00,8333.00,,R,2700,,225000.00,250.84, ? 250.84 ,SPID_CONF_GROUPING,2700 sq.ft.,22500000.00,SS Linden Floors,SS Linden Floors
S,Residential Apartment,Gurgaon,Sector 70A Gurgaon,1,1,12558.00,,4,1,1,3,30,"01st Oct, 2023",AIPL The Peaceful Homes,27000000.00,27000000.00,12558.00,,R,1900,2150,1.00,199.74, ? 199.74 ,SPID_CONF_GROUPING,2150 sq.ft.,27000000.00,AIPL The Peaceful Homes,AIPL The Peaceful Homes
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,13084.00,,4,0,5,7,34,"12th Sep, 2023",M3M Heights,16500000.00,16500000.00,13084.00,,R,,1261,1.00,117.15, ? 117.15 ,SPID_CONF_GROUPING,1261 sq.ft.,16500000.00,M3M Heights,M3M Heights
S,Residential Apartment,Gurgaon,Sector 111 Gurgaon,1,1,7700.00,,2,5,5,8,18,"14th Aug, 2023",Tashee Capital Gateway,23000000.00,23000000.00,7700.00,,R,,2990,1.00,277.78, ? 277.78 ,SPID_CONF_GROUPING,2990 sq.ft.,23000000.00,Tashee Capital Gateway,Tashee Capital Gateway
S,Residential Apartment,Gurgaon,Sector 111 Gurgaon,1,1,7700.00,,2,5,5,5,18,"14th Aug, 2023",Tashee Capital Gateway,18164300.00,18164300.00,7700.00,,R,,2359,1.00,219.16, ? 219.16 ,SPID_CONF_GROUPING,2359 sq.ft.,18200000.00,Tashee Capital Gateway,Tashee Capital Gateway
S,Residential Apartment,Gurgaon,Palam Vihar,1,1,7825.00,,2,5,2,10,14,"03rd Sep, 2023",Bestech Park View Residency,15025000.00,15025000.00,7825.00,,R,,1920,1.00,178.37, ? 178.37 ,SPID_CONF_GROUPING,1920 sq.ft.,15000000.00,Bestech Park View Residency,Bestech Park View Residency
S,Independent House/Villa,Gurgaon,A Block Sushant Lok Phase 1,1,1,251322.00,,4,4,6,,3,"25th Aug, 2023",,95000000.00,95000000.00,251322.00,,R,,,1.00,316.06, ? 316.06 ,SPID_CONF_GROUPING,3402 sq.ft.,95000000.00,,
S,Independent/Builder Floor,Gurgaon,Sector 45 Gurgaon,1,1,14333.00,,4,5,1,2,4,"30th Sep, 2023",Unitech Greenwood City,43000000.00,43000000.00,14333.00,,R,3000,,1.00,278.71, ? 278.71 ,SPID_CONF_GROUPING,3000 sq.ft.,43000000.00,Unitech Greenwood City,Unitech Greenwood City
S,Independent/Builder Floor,Gurgaon,Sector 92 Gurgaon,1,1,68000.00,,4,5,6,2,4,"25th Sep, 2023",DLF Garden City Floors,20400000.00,20400000.00,68000.00,,R,2700,,1.00,250.84, ? 250.84 ,SPID_CONF_GROUPING,2700 sq.ft.,20400000.00,DLF Garden City Floors,DLF Garden City Floors
S,Residential Apartment,Gurgaon,Sector 91 Gurgaon,1,1,7112.00,,4,5,1,4,13,"25th Sep, 2023",TARC Maceo,16550000.00,16550000.00,7112.00,,R,,2320,1.00,215.53, ? 215.53 ,SPID_CONF_GROUPING,2320 sq.ft.,16500000.00,TARC Maceo,TARC Maceo
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,15151.00,,4,3,1,1,4,"21st Sep, 2023",Emaar MGF Emerald Floors Premier,25000000.00,25000000.00,15151.00,,R,1650,,15.00,153.29, ? 153.29 ,SPID_CONF_GROUPING,1650 sq.ft.,25000000.00,Emaar MGF Emerald Floors Premier,Emaar MGF Emerald Floors Premier
S,Independent/Builder Floor,Gurgaon,DLF Phase 2,1,1,108333.00,,1,6,6,4,4,"07th Sep, 2023",,32500000.00,32500000.00,108333.00,,R,2700,,1.00,250.84, ? 250.84 ,SPID_CONF_GROUPING,2700 sq.ft.,32500000.00,,
S,Independent/Builder Floor,Gurgaon,Malibu Town,1,1,12578.00,,1,3,6,3,4,"25th Aug, 2023",Malibu Towne,20000000.00,20000000.00,12578.00,,R,1590,,0.00,147.72, ? 147.72 ,SPID_CONF_GROUPING,1590 sq.ft.,20000000.00,Malibu Towne,Malibu Towne
S,Residential Apartment,Gurgaon,Sector 72 Gurgaon,1,1,14285.00,,4,5,6,18,40,"23rd Aug, 2023",Tata Primanti,37500000.00,37500000.00,14285.00,,R,2000,2625,1.00,243.87, ? 243.87 ,SPID_CONF_GROUPING,2625 sq.ft.,37500000.00,Tata Primanti,Tata Primanti
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,19835.00,,1,5,1,30,40,"23rd Aug, 2023",M3M Golfestate,101000000.00,101000000.00,19835.00,,R,,5092,1.00,473.06, ? 473.06 ,SPID_CONF_GROUPING,5092 sq.ft.,101000000.00,M3M Golfestate,M3M Golfestate
S,Residential Apartment,Gurgaon,Sector 57 Gurgaon,1,1,9666.00,,4,5,1,3,3,"18th Sep, 2023",Huda Flats,14500000.00,14500000.00,9666.00,,R,1500,,1.00,139.35, ? 139.35 ,SPID_CONF_GROUPING,1500 sq.ft.,14500000.00,Huda Flats,Huda Flats
S,Independent House/Villa,Gurgaon,DLF Phase 1,1,1,268924.00,,4,5,1,,2,"25th Aug, 2023",,135000000.00,135000000.00,268924.00,,R,,,1.00,419.74, ? 419.74 ,SPID_CONF_GROUPING,4518 sq.ft.,135000000.00,,
S,Independent/Builder Floor,Gurgaon,Sector 63A Gurgaon,1,1,97305.00,,1,0,5,3,4,"07th Sep, 2023",,32500000.00,32500000.00,97305.00,,R,3006,,0.00,279.27, ? 279.27 ,SPID_CONF_GROUPING,3006 sq.ft.,32500000.00,,
S,Independent/Builder Floor,Gurgaon,Sector 65 Gurgaon,1,1,125739.00,,1,0,6,2,4,"07th Sep, 2023",,42500000.00,42500000.00,125739.00,,R,3042,,0.00,282.61, ? 282.61 ,SPID_CONF_GROUPING,3042 sq.ft.,42500000.00,,
S,Residential Apartment,Gurgaon,sector 58 Gurgaon,1,1,18505.00,,4,3,1,12,29,"05th Sep, 2023",Ireo The Grand Arch,53000000.00,53000000.00,18505.00,,R,,2864,1.00,266.07, ? 266.07 ,SPID_CONF_GROUPING,2864 sq.ft.,53000000.00,Ireo The Grand Arch,Ireo The Grand Arch
S,Residential Apartment,Gurgaon,sector 58 Gurgaon,1,1,26666.00,,4,2,1,16,29,"05th Sep, 2023",Ireo The Grand Arch,40000000.00,40000000.00,26666.00,,R,1500,2156,1.00,200.30, ? 200.30 ,SPID_CONF_GROUPING,2156 sq.ft.,40000000.00,Ireo The Grand Arch,Ireo The Grand Arch
S,Residential Apartment,Gurgaon,Sector 67 Gurgaon,1,1,14173.00,,4,1,2,G,21,"15th Sep, 2023",M3M Merlin,29000000.00,29000000.00,14173.00,,R,,2046,1.00,190.08, ? 190.08 ,SPID_CONF_GROUPING,2046 sq.ft.,29000000.00,M3M Merlin,M3M Merlin
S,Residential Apartment,Gurgaon,Sector 59 Gurgaon,1,1,19410.00,,4,5,1,10,30,"15th Sep, 2023",Mahindra Luminare,58000000.00,58000000.00,19410.00,,R,2988,,1.00,277.59, ? 277.59 ,SPID_CONF_GROUPING,2988 sq.ft.,58000000.00,Mahindra Luminare,Mahindra Luminare
S,Residential Apartment,Gurgaon,Sector 81 Gurgaon,1,1,5061.00,,4,5,1,12,14,"31st Aug, 2023",Vipul Lavanya,6200000.00,6200000.00,5061.00,,R,776,1225,1.00,113.81, ? 113.81 ,SPID_CONF_GROUPING,1225 sq.ft.,620000000.00,Vipul Lavanya,Vipul Lavanya
S,Independent/Builder Floor,Gurgaon,Gwal Pahari,1,1,4925.00,,4,0,5,4,4,"24th Aug, 2023",Buildwick The Mist,6650000.00,6650000.00,4925.00,,R,1350,,0.00,125.42, ? 125.42 ,SPID_CONF_GROUPING,1350 sq.ft.,665000000.00,Buildwick The Mist,Buildwick The Mist
S,Independent/Builder Floor,Gurgaon,Gwal Pahari,1,1,5833.00,,4,0,5,4,4,"22nd Aug, 2023",,7000000.00,7000000.00,5833.00,,R,1200,,0.00,111.48, ? 111.48 ,SPID_CONF_GROUPING,1200 sq.ft.,700000000.00,,
S,Residential Apartment,Gurgaon,Sector 59 Gurgaon,1,1,22091.00,,4,5,5,25,33,"04th Oct, 2023",Conscient Elevate,75000000.00,75000000.00,22091.00,,R,2650,3395,1.00,315.41, ? 315.41 ,SPID_CONF_GROUPING,3395 sq.ft.,75000000.00,Conscient Elevate,Conscient Elevate
S,Independent/Builder Floor,Gurgaon,Nirvana Country,1,1,13671.00,,4,1,2,G,2,"07th Oct, 2023",Woodstock Floors,14000000.00,14000000.00,13671.00,,R,944,1024,1.00,95.13, ? 95.13 ,SPID_CONF_GROUPING,1024 sq.ft.,14000000.00,Woodstock Floors,Woodstock Floors
S,Residential Apartment,Gurgaon,Sector 93 Gurgaon,1,1,12342.00,,4,3,5,4,4,"22nd Sep, 2023",Signature Global City 93,14935000.00,14935000.00,12342.00,,R,1210,2395,0.00,222.50, ? 222.50 ,SPID_CONF_GROUPING,2395 sq.ft.,14900000.00,Signature Global City 93,Signature Global City 93
S,Residential Apartment,Gurgaon,Sector 63A Gurgaon,1,1,12528.00,,0,3,5,3,4,"20th Sep, 2023",Signature Global City 63A,15435653.00,15435653.00,12528.00,,R,750,1232,0.00,114.46, ? 114.46 ,SPID_CONF_GROUPING,1232 sq.ft.,15400000.00,Signature Global City 63A,Signature Global City 63A
S,Residential Apartment,Gurgaon,Sector 63A Gurgaon,1,1,18467.00,,4,3,5,3,4,"20th Sep, 2023",Signature Global City 63A,18467994.00,18467994.00,18467.00,,R,1000,1540,0.00,143.07, ? 143.07 ,SPID_CONF_GROUPING,1540 sq.ft.,18500000.00,Signature Global City 63A,Signature Global City 63A
S,Residential Apartment,Gurgaon,Sector 63A Gurgaon,1,1,17241.00,,4,3,5,2,4,"20th Sep, 2023",Signature Global City 63A,18965249.00,18965249.00,17241.00,,R,1100,1774,0.00,164.81, ? 164.81 ,SPID_CONF_GROUPING,1774 sq.ft.,19000000.00,Signature Global City 63A,Signature Global City 63A
S,Residential Apartment,Gurgaon,Sector 43 Gurgaon,1,1,13565.00,,4,3,3,G,14,"06th Oct, 2023",Ansal Maple Heights,15600000.00,15600000.00,13565.00,,P,1150,1345,1.00,124.95, ? 124.95 ,SPID_CONF_GROUPING,1345 sq.ft.,15600000.00,Ansal Maple Heights,Ansal Maple Heights
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,12549.00,,4,6,2,6,16,"17th Aug, 2023",Central Park 2 Bellevue,32000000.00,32000000.00,12549.00,,R,,2550,1.00,236.90, ? 236.90 ,SPID_CONF_GROUPING,2550 sq.ft.,32000000.00,Central Park 2 Bellevue,Central Park 2 Bellevue
S,Residential Apartment,Gurgaon,Sector 104 Gurgaon,1,1,15000.00,,4,3,5,25,35,"10th Oct, 2023",Hero Homes,34335000.00,34335000.00,15000.00,,R,2289,,1.00,212.65, ? 212.65 ,SPID_CONF_GROUPING,2289 sq.ft.,34300000.00,Hero Homes,Hero Homes
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,12257.00,,4,3,6,13,26,"07th Oct, 2023",Shapoorji Pallonji Joyville Gurugram,22700000.00,22700000.00,12257.00,,R,1128.09,1852,1.00,172.06, ? 172.06 ,SPID_CONF_GROUPING,1852 sq.ft.,22700000.00,Shapoorji Pallonji Joyville Gurugram,Shapoorji Pallonji Joyville Gurugram
S,Residential Apartment,Gurgaon,Sector 106 Gurgaon,1,1,13254.00,,4,3,1,22,24,"02nd Oct, 2023",Paras Dews,11200000.00,11200000.00,13254.00,,R,845,1385,1.00,128.67, ? 128.67 ,SPID_CONF_GROUPING,1385 sq.ft.,11200000.00,Paras Dews,Paras Dews
